,trainingid,firstname,lastname,ssn,sex,dob,race,ethnicity
757,cd921780-8ad9-11e8-a1c7-0242ac110003,Michael,Gillespie,,F,1936-01-04,black,
758,cf0f8746-8ad9-11e8-a1c7-0242ac110003,,Greet,219-18-6218,,,other,donotdisclose
759,ced97d40-8ad9-11e8-a1c7-0242ac110003,Eduardo,Hardebeck,,Y,1999-12-12,black,
760,ce89e514-8ad9-11e8-a1c7-0242ac110003,Jaime,Shriver,,F,1947-12-13,,donotdisclose
761,ce26535a-8ad9-11e8-a1c7-0242ac110003,Raquel,Stella,,,,,
762,cf1bef9a-8ad9-11e8-a1c7-0242ac110003,Cathey,Young,581-27-5502,,,,
763,ce4ba038-8ad9-11e8-a1c7-0242ac110003,John,,,F,1955-07-30,amindian,donotdisclose
764,ce108246-8ad9-11e8-a1c7-0242ac110003,Araceli,Krottsman,,M,1933-11-22,othzr,donotdisclose
765,ce3b6a24-8ad9-11e8-a1c7-0242ac110003,Laura,Hfrbst,,,,asian,
766,cf5c608e-8ad9-11e8-a1c7-0242ac110003,Ward,Harris,,,1967-08-07,white,
767,cdaa8978-8ad9-11e8-a1c7-0242ac110003,Rebecca,,,M,1922-01-15,,
768,cdb1f9a6-8ad9-11e8-a1c7-0242ac110003,Scaflet,Cooley,,F,,,hispanic
769,cf0995d4-8ad9-11e8-a1c7-0242ac110003,Fred,Kincade,,M,1967-12-19,white,
770,cdf92b00-8ad9-11e8-a1c7-0242ac110003,Ricardo,Sorensen,,,,,donotdisclose
771,ce668de4-8ad9-11e8-a1c7-0242ac110003,Ruth,West,,,,,
772,cf80fd40-8ad9-11e8-a1c7-0242ac110003,William,,787-83-1651,,,white,nonhispanic
773,cea1fb54-8ad9-11e8-a1c7-0242ac110003,Rhonda,Hodgson,167-54-5027,,,,
774,cebcc5d8-8ad9-11e8-a1c7-0242ac110003,Elizabeth,Dunn,,,1966-08-21,,donotdisclose
775,ce3b6a24-8ad9-11e8-a1c7-0242ac110003,,Herbst,256-36-1375,,2003-10-17,,
776,cd6ac798-8ad9-11e8-a1c7-0242ac110003,Anthony,Chalfant,732-87-3613,,,white,hispanic
777,ceaf2d1a-8ad9-11e8-a1c7-0242ac110003,Cheryl,Valencia,000-42-4577,,1989-10-28,white,donotdisclose
778,ce581b10-8ad9-11e8-a1c7-0242ac110003,,,,M,,,
779,cf689b2e-8ad9-11e8-a1c7-0242ac110003,Tami,Reed,,,1992-05-31,,nonhispanic
780,ce3b6a24-8ad9-11e8-a1c7-0242ac110003,Laura,Herbst,256-36-1375,M,2003-10-17,asian,donotdisclose
781,ced97d40-8ad9-11e8-a1c7-0242ac110003,Eduardo,Hardebeck,,,,,donotdisclose
782,cf2a918a-8ad9-11e8-a1c7-0242ac110003,William,,,M,,white,
783,ce784020-8ad9-11e8-a1c7-0242ac110003,,Young,,,,other,
784,cf864778-8ad9-11e8-a1c7-0242ac110003,Ethan,Welter,000-32-0880,,,white,hispanic
785,cea1fb54-8ad9-11e8-a1c7-0242ac110003,Rhonda,Hodgson,167-54-5027,,,white,donotdisclose
786,cf689b2e-8ad9-11e8-a1c7-0242ac110003,Tami,,645-64-5683,,,white,nonhispanic
787,ce1e4a66-8ad9-11e8-a1c7-0242ac110003,Tara,Miner,,,,other,donotdisclose
788,cd7e18d4-8ad9-11e8-a1c7-0242ac110003,Bdssie,Tetreault,306-25-8344,,1996-11-07,,donotdisclose
789,cdf92b00-8ad9-11e8-a1c7-0242ac110003,Ricardo,Sorensen,,M,,chite,
790,cdb5caea-8ad9-11e8-a1c7-0242ac110003,Evic,,276-23-6305,,1956-02-09,other,
791,ceee28bc-8ad9-11e8-a1c7-0242ac110003,,Vaughan,805-86-3540,,,othrr,
792,ce84f7ac-8ad9-11e8-a1c7-0242ac110003,Seth,Dean,448-72-1718,,1972-11-30,white,hispanic
793,cf864778-8ad9-11e8-a1c7-0242ac110003,Ethan,Welter,000-32-0880,M,,,
794,ce02f2ca-8ad9-11e8-a1c7-0242ac110003,Maile,Daugherty,073-12-4537,,1956-01-20,other,nonhispanic
795,cf500e9c-8ad9-11e8-a1c7-0242ac110003,Basil,Reiley,662-72-7330,,,white,
796,cebcc5d8-8ad9-11e8-a1c7-0242ac110003,Elizabeth,Dunn,,,,black,
797,cd921780-8ad9-11e8-a1c7-0242ac110003,Michael,,032-56-5754,,1936-01-04,black,nonhispanic
798,ce1e4a66-8ad9-11e8-a1c7-0242ac110003,Fara,Miner,115-52-4304,M,1969-08-13,asian,donotdisclose
799,cd9c4cbe-8ad9-11e8-a1c7-0242ac110003,Ebony,Reed,,,,white,donotdisclose
800,cef7fdce-8ad9-11e8-a1c7-0242ac110003,Rita,Wolf,,F,,white,nonhispanic
801,ce1e4a66-8ad9-11e8-a1c7-0242ac110003,Tara,Miner,,,1973-08-13,other,donotdisclose
802,cf833812-8ad9-11e8-a1c7-0242ac110003,Patsy,Morgzn,,,1931-04-26,whiye,
803,cdb1f9a6-8ad9-11e8-a1c7-0242ac110003,Scarlet,Cooley,230-56-8827,M,,other,
804,cefc8ea2-8ad9-11e8-a1c7-0242ac110003,Robert,Vann,,,,other,
805,ce02f2ca-8ad9-11e8-a1c7-0242ac110003,,Dsugherty,,M,,,
806,cf48856e-8ad9-11e8-a1c7-0242ac110003,Fermin,,463-27-7831,F,2006-02-27,,hispanic
807,ce784020-8ad9-11e8-a1c7-0242ac110003,Aurora,Young,813-20-8170,,,other,
808,cf5c608e-8ad9-11e8-a1c7-0242ac110003,Ward,,,,,white,
809,ce784020-8ad9-11e8-a1c7-0242ac110003,Aurora,Young,,,,,hispanic
810,cf689b2e-8ad9-11e8-a1c7-0242ac110003,Tami,Reed,,,1992-05-31,white,nonhispanic
811,ced57038-8ad9-11e8-a1c7-0242ac110003,,Whitfield,,,1958-06-01,,hispanic
812,cf1bef9a-8ad9-11e8-a1c7-0242ac110003,Cathey,Young,581-27-5502,F,1954-08-01,,
813,ce444fae-8ad9-11e8-a1c7-0242ac110003,Bill,Vitullo,,M,1947-08-05,white,nonhispanic
814,cf3d72d2-8ad9-11e8-a1c7-0242ac110003,Brenqa,,386-71-2424,M,1997-08-10,,
815,ce84f7ac-8ad9-11e8-a1c7-0242ac110003,Seth,Dean,448-72-1718,F,1972-11-30,,hispanic
816,cf931b7e-8ad9-11e8-a1c7-0242ac110003,Jose[h,Culpepker,,,,white,
817,ce62c01a-8ad9-11e8-a1c7-0242ac110003,George,Hall,448-34-2506,,,,
818,cee6731a-8ad9-11e8-a1c7-0242ac110003,Tiffany,Richardson,010-72-6850,,,white,hispanic
819,cee6731a-8ad9-11e8-a1c7-0242ac110003,Tiffany,Richardson,,,1979-04-20,white,
820,cee6731a-8ad9-11e8-a1c7-0242ac110003,Ciffany,Richardson,010-72-6850,,1979-04-20,white,
821,cf2a918a-8ad9-11e8-a1c7-0242ac110003,Will,Nelson,,M,,white,
822,ce5be146-8ad9-11e8-a1c7-0242ac110003,Michael,Elliott,104-43-8232,,,,
823,ce6f030c-8ad9-11e8-a1c7-0242ac110003,Peter,Cambxe,,,,white,hispanic
824,ce17b732-8ad9-11e8-a1c7-0242ac110003,Donald,Kilman,343-77-7872,M,,pacisland,
825,cf689b2e-8ad9-11e8-a1c7-0242ac110003,Tami,,645-64-5693,,,black,nonhispanic
826,cdc22e48-8ad9-11e8-a1c7-0242ac110003,Yolandw,Tunstall,565-85-2758,,,,
827,ced97d40-8ad9-11e8-a1c7-0242ac110003,Eduaxdo,Hardebeck,625-30-5678,,,,nonhispanic
828,cddb3230-8ad9-11e8-a1c7-0242ac110003,Lou,,,M,,,nonhispanic
829,cf3d72d2-8ad9-11e8-a1c7-0242ac110003,Brenda,Winston,,,1997-08-10,,
830,ce2f05f4-8ad9-11e8-a1c7-0242ac110003,Marisoj,Russo,,F,,,
831,cf48856e-8ad9-11e8-a1c7-0242ac110003,Fermin,Mofris,,F,,,nonhispanic
832,cd6ac798-8ad9-11e8-a1c7-0242ac110003,Tony,Chalfant,732-87-3613,,1980-07-23,,hispanic
833,cf7ec3d6-8ad9-11e8-a1c7-0242ac110003,Joseph,Collins,335-78-5382,M,1966-11-15,,
834,cd921780-8ad9-11e8-a1c7-0242ac110003,Michael,Gillespie,,,1936-01-04,black,nonhispanic
835,cd7c0f08-8ad9-11e8-a1c7-0242ac110003,David,Boyd,,,,,
836,ce8d880e-8ad9-11e8-a1c7-0242ac110003,John,Townsend,,,,,hispanic
837,cd8e69c8-8ad9-11e8-a1c7-0242ac110003,Grant,Adkins,,,,,hispanic
838,cdc93e40-8ad9-11e8-a1c7-0242ac110003,Elizabeth,Howard,718-65-2128,F,,,nonhispanic
839,cec82158-8ad9-11e8-a1c7-0242ac110003,Jason,Boden,,F,1992-06-16,,
840,cd7c0f08-8ad9-11e8-a1c7-0242ac110003,Davey,Boyd,513-86-4005,F,,white,
841,ce5be146-8ad9-11e8-a1c7-0242ac110003,,Elliott,104-43-8232,M,,,
842,cdb5caea-8ad9-11e8-a1c7-0242ac110003,Fric,Howard,276-23-6305,M,1956-02-09,,
843,cdd10026-8ad9-11e8-a1c7-0242ac110003,,Barbieri,728-67-6723,F,1980-04-22,,
844,cf48856e-8ad9-11e8-a1c7-0242ac110003,Fermin,Morris,,F,,other,nonhispanic
845,cee6731a-8ad9-11e8-a1c7-0242ac110003,,Richardson,,,1979-04-20,white,
846,cebcc5d8-8ad9-11e8-a1c7-0242ac110003,Betty,Dunn,453-63-0674,,1966-08-21,black,donotdisclose
847,cd8b09f4-8ad9-11e8-a1c7-0242ac110003,Leroy,Douglas,,,,,hispanic
848,ced72964-8ad9-11e8-a1c7-0242ac110003,Elvin,Jackson,,,1972-04-19,other,nonhispanic
849,cf72f36c-8ad9-11e8-a1c7-0242ac110003,Gregory,Beacpm,,F,,white,
850,ceaf2d1a-8ad9-11e8-a1c7-0242ac110003,Cheryl,Valencia,000-42-4577,,,,donotdisclose
851,cd834160-8ad9-11e8-a1c7-0242ac110003,Cheryl,Gifford,576-53-3414,M,1992-04-05,,
852,cd8b09f4-8ad9-11e8-a1c7-0242ac110003,Leroy,,238-53-4765,F,,white,hispanic
853,cdf92b00-8ad9-11e8-a1c7-0242ac110003,Ricardo,Sorensen,,M,,,donotdisclose
854,cdc93e40-8ad9-11e8-a1c7-0242ac110003,Elizabetj,Howard,718-65-2128,F,,other,
855,cf2ceec6-8ad9-11e8-a1c7-0242ac110003,Rick,Meissner,244-35-0641,M,1998-02-05,,
856,ce5be146-8ad9-11e8-a1c7-0242ac110003,Michael,Elliott,,,,other,
857,cebcc5d8-8ad9-11e8-a1c7-0242ac110003,Elizabeth,Bunn,,M,,black,donotdisclose
858,ce1e4a66-8ad9-11e8-a1c7-0242ac110003,Tara,Miner,,M,1973-08-13,,donotdisclose
859,cf689b2e-8ad9-11e8-a1c7-0242ac110003,Tami,Reed,,,,white,nonhispanic
860,ce3b6a24-8ad9-11e8-a1c7-0242ac110003,Laura,Herbst,,F,,asian,donotdisclose
861,cd85937a-8ad9-11e8-a1c7-0242ac110003,Waltgaud,Mullins,321-67-2525,,,,
862,ce8d880e-8ad9-11e8-a1c7-0242ac110003,John,,063-77-6244,,1977-07-23,white,
863,cf96580c-8ad9-11e8-a1c7-0242ac110003,Nxthan,Harvey,717-81-5568,M,1981-02-16,black,
864,cd8b09f4-8ad9-11e8-a1c7-0242ac110003,Leroy,Douglas,,,,white,
865,cdf56cc2-8ad9-11e8-a1c7-0242ac110003,Laura,Richmond,,,1999-07-23,white,
866,ce5be146-8ad9-11e8-a1c7-0242ac110003,Mick,,,,,other,nonhispanic
867,ce3b6a24-8ad9-11e8-a1c7-0242ac110003,Laura,Herbst,,Y,2003-10-17,asian,
868,cf864778-8ad9-11e8-a1c7-0242ac110003,Ethan,Welter,,,1990-12-10,white,
869,cf500e9c-8ad9-11e8-a1c7-0242ac110003,Basil,Reiley,662-72-7330,,1992-06-15,white,hispanic
870,ce26535a-8ad9-11e8-a1c7-0242ac110003,Raquel,Stella,260-15-2830,,,,hispanic
871,cdbfbd16-8ad9-11e8-a1c7-0242ac110003,Sean,Bannister,,M,,white,donotdisclose
872,cdee26ba-8ad9-11e8-a1c7-0242ac110003,Will,Roeder,622-88-7048,M,2003-07-20,black,
873,cd834160-8ad9-11e8-a1c7-0242ac110003,Chegyl,Gifford,576-53-3414,,,other,nonhispanic
874,cf1bef9a-8ad9-11e8-a1c7-0242ac110003,,Young,,F,1954-08-01,white,
875,cf2ceec6-8ad9-11e8-a1c7-0242ac110003,Eric,,244-35-0641,F,1998-02-05,,
876,cdc93e40-8ad9-11e8-a1c7-0242ac110003,Elizabeth,,,,2004-01-12,,
877,cdf92b00-8ad9-11e8-a1c7-0242ac110003,Ricardo,,165-87-4467,,1997-01-26,white,donotdisclose
878,cf500e9c-8ad9-11e8-a1c7-0242ac110003,Basil,Reiley,,F,1992-06-15,,hispanic
879,cef7fdce-8ad9-11e8-a1c7-0242ac110003,Rita,Wolf,,F,,,
880,ced97d40-8ad9-11e8-a1c7-0242ac110003,Eduardo,Hardebeck,,,,black,
881,cf1bef9a-8ad9-11e8-a1c7-0242ac110003,Cathey,Young,,F,,asian,nonhispanic
882,ceaf2d1a-8ad9-11e8-a1c7-0242ac110003,Cheryl,Valencia,,F,1990-10-28,white,nonhispanic
883,cf864778-8ad9-11e8-a1c7-0242ac110003,Ethan,Wclter,,M,1990-12-22,,
884,ce6af514-8ad9-11e8-a1c7-0242ac110003,Shante,Albright,674-31-5314,F,1938-09-06,,donotdisclose
885,cf2ceec6-8ad9-11e8-a1c7-0242ac110003,Eric,Meissner,244-35-0641,M,1998-02-05,white,hispanic
886,cf1bef9a-8ad9-11e8-a1c7-0242ac110003,Cathey,Young,,F,,white,
887,ce8d880e-8ad9-11e8-a1c7-0242ac110003,John,Townsend,063-77-6244,,1977-07-23,white,hispanic
888,cf151c88-8ad9-11e8-a1c7-0242ac110003,Wendy,Boggs,,M,,black,
889,cec82158-8ad9-11e8-a1c7-0242ac110003,Jason,Boden,,F,1992-06-16,,
890,ce6af514-8ad9-11e8-a1c7-0242ac110003,Shante,Albright,674-31-5314,,1938-09-06,,
891,ce3b6a24-8ad9-11e8-a1c7-0242ac110003,Laura,Herbst,256-36-1375,F,2003-10-17,asian,
892,cf689b2e-8ad9-11e8-a1c7-0242ac110003,Tami,Reed,,F,,white,nonhispanic
893,ced1652e-8ad9-11e8-a1c7-0242ac110003,Molly,Mcrae,,,1932-09-21,white,hispanic
894,ce02f2ca-8ad9-11e8-a1c7-0242ac110003,Maile,Daujherty,,,,other,
895,ce02f2ca-8ad9-11e8-a1c7-0242ac110003,Maile,Daugherty,073-12-4537,M,1956-01-20,other,
896,cf500e9c-8ad9-11e8-a1c7-0242ac110003,Basil,Reiley,,,1992-06-15,white,hispanic
897,cf3d72d2-8ad9-11e8-a1c7-0242ac110003,Brenda,Winston,486-71-2424,,1997-08-10,white,nonhispanic
898,cf500e9c-8ad9-11e8-a1c7-0242ac110003,Basil,,,F,1992-06-15,write,
899,cf0995d4-8ad9-11e8-a1c7-0242ac110003,Fred,,,M,1967-12-19,white,hispanic
900,cf00f622-8ad9-11e8-a1c7-0242ac110003,Walter,Kennedy,,F,2007-03-18,,nonhispanic
901,cf864778-8ad9-11e8-a1c7-0242ac110003,Ethan,Welter,,,1990-12-22,white,
902,cdd10026-8ad9-11e8-a1c7-0242ac110003,Qorothy,Barbieri,,,1980-04-22,,hispanic
903,cd9c4cbe-8ad9-11e8-a1c7-0242ac110003,Ebony,Reed,813-81-6503,M,1953-04-21,white,
904,ce444fae-8ad9-11e8-a1c7-0242ac110003,,Vitullo,,,1947-08-05,white,nonhispanic
905,cdc93e40-8ad9-11e8-a1c7-0242ac110003,Elizabrth,Howard,718-65-2128,F,2004-01-12,,nonhispanic
906,cf48856e-8ad9-11e8-a1c7-0242ac110003,,Morris,,F,,,nonhispanic
907,ceaf2d1a-8ad9-11e8-a1c7-0242ac110003,Chertl,Valencia,,F,,white,donotdisclose
908,cdf56cc2-8ad9-11e8-a1c7-0242ac110003,,Ridhmogd,,F,,white,nonhispanic
909,ce0b02b2-8ad9-11e8-a1c7-0242ac110003,Thomas,Guttirez,,,1945-07-17,white,donotdisclose
910,cf1bef9a-8ad9-11e8-a1c7-0242ac110003,Cathty,Young,581-27-5502,F,,,nonhispanic
911,ce9c53b6-8ad9-11e8-a1c7-0242ac110003,Kayla,Sherman,735-01-8788,,1969-04-16,white,nonhispanic
912,ce6af514-8ad9-11e8-a1c7-0242ac110003,,,,,1938-09-06,,donotdisclose
913,cf21be3e-8ad9-11e8-a1c7-0242ac110003,Gloria,Ruiz,706-21-5083,,,,hispanic
